ProductID,Name,Brand,Category,Barcode,SustainabilityRating,Price
158,Guess Pro 677,GreenLife,Electronics,0687979224684,Low,123.0
159,Let Plus 660,BioBeauty,Toys,9832027789542,Medium,76.15
160,Everybody Lite 610,FitGear,Home & Kitchen,0301527619066,Medium,400.89
161,Provide Max 139,PureHome,Books,9846271095731,High,400.81
162,Investment Max 728,PureHome,Home & Kitchen,5983320218537,Medium,393.77
163,Hotel Plus 889,EcoBrand,Beauty,8235706896509,Medium,408.32
164,South Pro 517,FitGear,Beauty,4862304507038,Medium,441.59
165,Between Eco 37,GreenLife,Beauty,4221716293432,Medium,379.16
166,Few Plus 232,FitGear,Electronics,8339596567218,Low,432.54
167,Data Max 924,GreenLife,Toys,9470276382956,Medium,435.85
168,Glass Lite 859,SustainIt,Home & Kitchen,5601398459828,Medium,271.02
169,Small Lite 808,BioBeauty,Electronics,3258909128630,Low,193.19
170,Include Eco 892,FitGear,Books,5046633941964,High,78.42
171,A Plus 957,SustainIt,Toys,3678587571540,Medium,478.73
172,Must Lite 943,SustainIt,Books,0538242638656,Low,374.96
173,Really Lite 377,PureHome,Home & Kitchen,1657028145702,Medium,487.44
174,Final Eco 116,EcoBrand,Beauty,6395733303585,High,309.61
175,Place Max 161,NatureWear,Home & Kitchen,4033659530952,Low,69.41
176,Sound Pro 293,FitGear,Beauty,8542719802589,Low,11.56
177,Compare Eco 319,FitGear,Beauty,0991404938641,Medium,240.45
178,East Pro 975,FitGear,Clothing,9558260166710,Low,236.37
179,Somebody Pro 996,NatureWear,Electronics,5703733993421,Low,29.36
180,Set Plus 74,EcoBrand,Electronics,7290229794887,Low,354.99
181,Million Plus 360,EcoBrand,Toys,5093207646268,Low,338.39
182,Do Lite 232,BioBeauty,Books,4436106672432,High,141.96
183,Reach Plus 646,SustainIt,Beauty,4878221463883,Medium,196.24
184,Send Lite 30,GreenLife,Beauty,0287483780241,Medium,358.11
185,Myself Pro 553,SustainIt,Sports,4667966525006,Medium,410.83
186,Education Pro 81,BioBeauty,Toys,5840646676741,Low,276.34
187,Recent Max 905,EcoBrand,Home & Kitchen,6190282590451,Low,249.69
188,Evidence Eco 611,SustainIt,Sports,7669157905755,Medium,9.01
189,Fact Max 559,BioBeauty,Sports,1912817086407,Low,131.02
190,Box Max 15,SustainIt,Books,8381640067205,High,497.52
191,Use Max 786,SustainIt,Home & Kitchen,5156743110690,Medium,163.45
192,This Lite 79,FitGear,Electronics,7582491937483,High,476.64
193,Others Eco 770,GreenLife,Sports,1901063494920,High,28.1
194,Practice Eco 386,SustainIt,Home & Kitchen,0217550885821,High,109.22
195,Southern Eco 235,FitGear,Sports,2556817373977,High,52.26
196,What Max 637,NatureWear,Clothing,9750802795192,High,25.2
197,Director Eco 645,GreenLife,Beauty,0461878691361,Medium,336.36
198,Politics Lite 564,EcoBrand,Toys,1582100354805,High,72.42
199,Change Plus 433,PureHome,Books,6960468622609,Medium,435.25
200,Region Max 384,BioBeauty,Beauty,7491968452797,Medium,303.34
201,Cause Eco 608,BioBeauty,Electronics,0467876872870,Medium,37.68
202,Leader Plus 160,EcoBrand,Sports,4652464832619,Medium,403.2
203,Year Lite 903,EcoBrand,Sports,5196362521477,Medium,329.32
204,Federal Pro 16,NatureWear,Toys,8473192368678,Medium,157.92
205,Until Pro 313,BioBeauty,Toys,9433466875966,Medium,338.25
206,Actually Max 961,SustainIt,Books,5404717422271,Medium,188.02
207,Son Eco 364,GreenLife,Clothing,9314577484905,Medium,423.71
208,Yourself Max 269,BioBeauty,Beauty,1093744431727,High,380.08
209,Impact Max 77,SustainIt,Home & Kitchen,7018554670757,High,392.71
210,Staff Pro 695,EcoBrand,Toys,7191246288758,High,324.52
211,Mission Eco 280,GreenLife,Beauty,3408677982914,Medium,177.88
212,Write Lite 942,NatureWear,Home & Kitchen,8966300778167,Medium,230.89
213,Even Plus 282,EcoBrand,Electronics,8735780748317,Medium,149.27
214,Senior Max 532,FitGear,Home & Kitchen,9878114835891,Medium,61.66
215,Situation Max 453,NatureWear,Home & Kitchen,3074316885313,High,378.73
216,Region Pro 254,FitGear,Electronics,3054264160304,Medium,387.97
217,My Plus 508,PureHome,Clothing,5462643651080,Medium,159.59
218,Open Plus 93,BioBeauty,Home & Kitchen,1089828420053,Medium,280.16
219,Perform Eco 218,PureHome,Electronics,4995961538777,Medium,423.01
220,Policy Max 123,GreenLife,Clothing,7315723494252,Low,88.14
221,Girl Eco 621,SustainIt,Home & Kitchen,4118027324309,High,210.2
222,Crime Plus 36,SustainIt,Electronics,5496883851863,Medium,127.6
223,Health Plus 307,EcoBrand,Books,7624748203962,Low,354.69
224,Arm Lite 871,GreenLife,Electronics,2609905278668,Low,361.56
225,Despite Lite 640,BioBeauty,Books,2620117082492,Low,157.19
226,Clear Eco 469,BioBeauty,Clothing,3205594373258,High,355.11
227,Daughter Eco 397,NatureWear,Toys,5809903116086,Medium,491.81
228,Scientist Plus 431,SustainIt,Toys,4638455733677,High,356.59
229,Finally Lite 772,SustainIt,Books,1878968628722,High,402.61
230,Fly Max 643,NatureWear,Sports,5573677138161,Medium,340.57
231,Four Plus 827,SustainIt,Toys,9571369971382,Medium,388.62
232,Ten Lite 535,GreenLife,Toys,8016969061084,Low,179.25
233,Church Pro 573,FitGear,Books,7054258156685,High,376.57
234,Lot Pro 398,GreenLife,Home & Kitchen,3298660970345,Low,222.13
235,Up Lite 976,PureHome,Clothing,2519936676497,Medium,110.04
236,Street Lite 906,SustainIt,Beauty,0069086786192,High,96.14
237,Course Eco 51,NatureWear,Clothing,8171020435195,Low,316.96
238,Customer Lite 416,FitGear,Toys,0359896612713,Medium,118.39
239,Necessary Pro 697,GreenLife,Toys,0391323122938,Low,222.06
240,Upon Lite 737,FitGear,Beauty,6982119696654,Medium,468.24
241,American Max 632,FitGear,Home & Kitchen,8790400722962,Medium,466.38
242,Resource Eco 46,PureHome,Clothing,8573129591299,Medium,202.56
243,Us Lite 503,EcoBrand,Beauty,1419474057127,Low,136.71
244,International Eco 333,EcoBrand,Electronics,3442318226050,Medium,84.07
245,Special Plus 143,GreenLife,Toys,9670265792104,High,120.91
246,Tough Pro 957,FitGear,Home & Kitchen,5540970453529,High,458.41
247,Charge Eco 32,SustainIt,Sports,6762105797400,High,172.44
248,Every Lite 569,NatureWear,Toys,3997259489724,High,150.23
249,Participant Lite 110,GreenLife,Books,1676681551651,High,47.85
250,Eight Lite 141,NatureWear,Beauty,4771848024362,Low,224.92
251,Suffer Eco 283,GreenLife,Electronics,9432654805990,Medium,425.84
252,Face Eco 956,PureHome,Electronics,0202974640767,High,173.99
253,You Lite 391,BioBeauty,Books,7061240639347,High,108.91
254,Pretty Lite 293,NatureWear,Electronics,5314032290885,High,339.31
255,Prove Pro 851,NatureWear,Electronics,6871489591051,Medium,273.02
256,Treatment Lite 819,GreenLife,Home & Kitchen,9949217225121,Medium,365.69
257,Hand Max 355,EcoBrand,Sports,8213089450884,Medium,304.76
258,Visit Eco 280,SustainIt,Home & Kitchen,6700607540261,Medium,104.63
259,Painting Eco 661,PureHome,Clothing,7674006651776,High,208.03
260,Class Max 561,GreenLife,Home & Kitchen,9143351431435,Medium,189.62
261,Line Plus 850,NatureWear,Home & Kitchen,9685745180258,Low,299.53
262,Manager Plus 111,PureHome,Home & Kitchen,8730392876755,Low,116.88
263,Whose Pro 424,BioBeauty,Beauty,9346775042120,High,109.14
264,Authority Pro 897,BioBeauty,Beauty,4784707162600,High,106.31
265,Listen Pro 891,GreenLife,Clothing,7493073168846,Medium,343.45
266,Radio Max 657,EcoBrand,Sports,8748195604239,High,311.04
267,Skill Max 884,GreenLife,Sports,8405021813905,Medium,12.8
268,Participant Eco 553,BioBeauty,Clothing,6105908805437,High,6.05
269,According Pro 622,PureHome,Electronics,2761617253620,Medium,161.06
270,Local Max 900,NatureWear,Sports,8442843453780,Medium,99.14
271,Model Lite 3,FitGear,Beauty,0215592184087,Medium,114.49
272,Themselves Max 389,FitGear,Beauty,1881758649128,High,113.01
273,Able Pro 655,FitGear,Home & Kitchen,6071058940024,Medium,201.2
274,Imagine Plus 874,EcoBrand,Clothing,0631773191451,Medium,409.37
275,Stay Pro 58,EcoBrand,Sports,2903440650829,Medium,449.42
276,Cover Lite 366,SustainIt,Electronics,0069557249676,Medium,262.79
277,Lot Eco 277,NatureWear,Beauty,3063154345158,Medium,7.22
278,Affect Max 573,SustainIt,Books,6271788322606,Medium,183.31
279,Conference Pro 76,SustainIt,Toys,5862119065449,Medium,344.78
280,Difficult Max 728,BioBeauty,Beauty,5189792050563,High,9.69
281,Write Pro 355,PureHome,Beauty,4433008941949,High,332.88
282,Care Lite 111,SustainIt,Books,5496771565452,Medium,316.65
283,Stand Plus 894,SustainIt,Books,8049079823563,High,385.77
284,Film Pro 828,SustainIt,Electronics,7290281962316,Low,296.93
285,What Plus 946,NatureWear,Sports,6502582968951,High,63.84
286,Truth Max 543,GreenLife,Clothing,5349039689769,Low,492.13
287,Perform Plus 411,FitGear,Toys,0277408688370,Low,12.2
288,Factor Plus 376,GreenLife,Clothing,0465488766198,High,383.22
289,Charge Plus 677,GreenLife,Home & Kitchen,0161560143306,High,218.92
290,System Lite 534,NatureWear,Home & Kitchen,9616735789724,Medium,130.58
291,Radio Pro 258,BioBeauty,Beauty,3667319843970,Low,40.49
292,Loss Max 927,SustainIt,Books,8712343660361,Medium,194.68
293,Something Eco 363,NatureWear,Electronics,1369452437345,Medium,51.26
294,Sense Max 218,GreenLife,Electronics,4363665775451,Medium,146.81
295,Nor Eco 384,NatureWear,Toys,6136716073688,Low,360.36
296,True Eco 391,GreenLife,Home & Kitchen,5224165620599,Medium,77.7
297,Break Max 916,NatureWear,Books,7891912766381,Medium,433.7
298,Color Plus 157,EcoBrand,Sports,2377928309194,Medium,15.0
299,Choice Plus 108,FitGear,Clothing,8812628212664,Low,120.06
300,Business Max 229,FitGear,Toys,7573761778356,High,267.32
301,Follow Max 58,EcoBrand,Clothing,9952048004469,High,340.22
302,Society Eco 588,GreenLife,Home & Kitchen,9016466405656,Low,55.74
303,Often Plus 187,NatureWear,Home & Kitchen,2142653123588,Medium,413.27
304,Hotel Lite 972,BioBeauty,Sports,7330305236655,High,464.79
305,Assume Lite 43,SustainIt,Sports,2579893521186,High,65.28
306,Wear Lite 427,GreenLife,Beauty,5400001996909,High,200.38
307,Parent Plus 166,SustainIt,Toys,9179238720941,High,24.74
308,His Eco 788,GreenLife,Clothing,5035809680455,High,406.1
309,Face Plus 699,EcoBrand,Electronics,2020144361384,Low,430.65
310,Beautiful Eco 424,EcoBrand,Beauty,9941221965284,Medium,276.35
311,Where Eco 632,GreenLife,Clothing,7131954182795,Medium,421.17
312,Keep Max 283,BioBeauty,Home & Kitchen,7280409866510,High,225.9
313,Leader Pro 614,EcoBrand,Books,8725481478514,High,305.0
314,Enter Max 843,SustainIt,Books,1479933258366,Medium,192.31
315,Her Plus 546,BioBeauty,Beauty,6054919237549,Medium,312.53
316,Whatever Pro 485,GreenLife,Beauty,4708378461381,Medium,176.47
317,Citizen Lite 184,FitGear,Books,3149011037784,High,238.5
318,Involve Lite 836,EcoBrand,Beauty,1480487923280,High,309.2
319,Last Eco 403,PureHome,Beauty,4889787352986,High,230.33
320,Hope Lite 953,FitGear,Home & Kitchen,1626164622156,Medium,372.04
321,Window Eco 377,FitGear,Beauty,2267725264256,High,205.02
322,Girl Lite 542,NatureWear,Electronics,8915656903235,Medium,334.85
323,Across Pro 219,FitGear,Electronics,3155351903481,High,318.65
324,Seem Pro 588,FitGear,Books,1438751988459,Low,372.69
325,The Lite 880,BioBeauty,Books,2988279080962,High,102.46
326,Ten Pro 808,GreenLife,Toys,9029623989753,Medium,151.05
327,Us Lite 522,GreenLife,Beauty,3877842581526,High,7.5
328,Dinner Lite 703,PureHome,Sports,7441301843317,High,322.24
329,Early Eco 985,PureHome,Beauty,1630418147265,High,119.36
330,Public Lite 152,SustainIt,Toys,9057742339432,Medium,76.02
331,List Eco 636,BioBeauty,Home & Kitchen,6716160513581,Low,85.28
332,Each Pro 468,PureHome,Electronics,4138587644754,Medium,252.87
333,Machine Pro 744,PureHome,Clothing,8532110916169,High,427.41
334,Case Eco 463,PureHome,Toys,1526724787052,Medium,159.41
335,Type Eco 675,BioBeauty,Sports,5133491850900,High,146.84
336,Nation Eco 800,SustainIt,Beauty,5725355768331,Low,211.22
337,President Plus 368,FitGear,Electronics,2219341865911,High,330.32
338,Me Eco 349,SustainIt,Beauty,2448167440570,High,69.27
339,Land Lite 307,EcoBrand,Toys,2777983691027,Low,474.92
340,College Max 432,GreenLife,Sports,6663718925900,Medium,31.79
341,Prepare Eco 528,NatureWear,Toys,9796940830418,Medium,211.92
342,Before Eco 144,SustainIt,Beauty,0742458842664,Low,68.62
343,Technology Eco 48,GreenLife,Books,6928918654624,Medium,449.76
344,Even Max 587,PureHome,Books,4934190872696,Low,145.81
345,Visit Plus 731,FitGear,Home & Kitchen,3526231817691,Low,375.32
346,Movie Eco 726,PureHome,Books,8018909478532,Low,492.41
347,Me Pro 636,EcoBrand,Clothing,2046083580792,Medium,53.45
348,Camera Lite 744,GreenLife,Beauty,4822832302284,High,461.82
349,Beat Max 438,GreenLife,Electronics,4736961387015,Medium,407.14
350,Laugh Plus 995,GreenLife,Electronics,7050706977109,Medium,454.46
351,Officer Eco 706,PureHome,Books,9331401296916,Medium,295.85
352,Brother Max 979,EcoBrand,Books,4199589083927,High,266.86
353,Hospital Plus 79,PureHome,Sports,6631973121405,Low,352.9
354,Century Eco 443,BioBeauty,Books,4639412305067,Low,238.59
355,Eat Plus 7,EcoBrand,Clothing,0262092881527,High,455.59
356,Effect Max 575,EcoBrand,Home & Kitchen,5729449490245,Medium,76.03
357,Decade Lite 847,EcoBrand,Books,4290360186810,Medium,193.21
358,Subject Max 420,FitGear,Clothing,0441870506580,Low,459.95
359,Short Eco 874,GreenLife,Clothing,2359144943802,Medium,12.17
360,Southern Pro 692,PureHome,Toys,3300148342794,High,263.45
361,Concern Plus 336,GreenLife,Electronics,1854174504029,Low,122.0
362,Total Pro 639,BioBeauty,Home & Kitchen,1569243474416,Low,144.36
363,Water Plus 402,PureHome,Toys,9608351618052,Medium,144.91
364,Reason Lite 998,BioBeauty,Beauty,8412635508066,High,366.68
365,Affect Max 205,EcoBrand,Electronics,3420299519637,High,71.28
366,Oil Plus 976,NatureWear,Clothing,6728006136045,Medium,425.59
367,President Plus 274,PureHome,Electronics,2439649610345,Medium,279.93
368,Analysis Eco 324,SustainIt,Toys,8581824441467,Medium,434.28
369,Think Max 91,NatureWear,Home & Kitchen,1276718869867,Low,332.11
370,Name Plus 792,NatureWear,Clothing,6529358729165,High,387.16
371,North Eco 166,BioBeauty,Books,7047358343956,High,72.58
372,Capital Lite 493,GreenLife,Electronics,6546173245397,Medium,480.32
373,Area Eco 252,EcoBrand,Toys,0456338755509,High,247.13
374,Crime Max 214,BioBeauty,Toys,6767737445521,Medium,382.37
375,Attention Lite 140,EcoBrand,Electronics,5618461575675,Medium,47.13
376,I Eco 132,GreenLife,Books,0562195280785,Medium,397.29
377,Color Plus 970,PureHome,Books,2564621298812,High,376.91
378,Activity Plus 471,PureHome,Clothing,2147515271506,Low,220.06
379,Sea Max 773,GreenLife,Toys,8659257117607,Medium,454.38
380,Scene Lite 572,EcoBrand,Sports,6851850508727,Medium,145.07
381,All Eco 440,GreenLife,Clothing,2689035499119,High,280.63
382,Southern Lite 238,PureHome,Sports,1969563303609,Medium,203.98
383,Mother Plus 614,SustainIt,Books,8572131835063,Low,309.95
384,Just Lite 450,EcoBrand,Sports,5878264873396,Low,469.59
385,Reflect Eco 763,FitGear,Toys,3858329252634,Medium,166.56
386,Figure Max 243,NatureWear,Beauty,7575809786927,Medium,70.22
387,Hard Max 357,GreenLife,Clothing,9895894401238,High,430.2
388,Painting Max 440,SustainIt,Sports,4719668548521,High,372.21
389,Focus Pro 396,FitGear,Beauty,5759709510314,High,113.51
390,Save Eco 720,GreenLife,Beauty,0503831592381,Medium,438.36
391,Knowledge Plus 44,FitGear,Sports,1771438072097,Low,49.92
392,Democrat Pro 892,EcoBrand,Clothing,0760887833657,Medium,48.7
393,Green Max 534,PureHome,Beauty,6046114185855,Medium,140.01
394,Measure Pro 445,SustainIt,Sports,4056898799980,High,447.98
395,Standard Lite 691,GreenLife,Sports,0820677397155,Medium,424.94
396,Baby Pro 106,EcoBrand,Electronics,5491495091980,High,69.44
397,Learn Lite 7,GreenLife,Books,1211376094190,Medium,102.84
398,Blood Lite 218,GreenLife,Home & Kitchen,9011081678997,Medium,91.88
399,Occur Plus 375,NatureWear,Toys,7931389933210,Medium,456.01
400,South Pro 291,NatureWear,Books,4416855043172,Medium,262.09
401,Popular Pro 467,PureHome,Home & Kitchen,6793268259344,Medium,454.77
402,State Max 686,FitGear,Books,9425638210187,High,357.6
403,Agency Lite 34,BioBeauty,Beauty,0436915423816,Medium,186.95
